content;tokens;tokens_ready;text;polarity;sentiment
@dj3ngo1 bisa jadi youtuber ber follower 10jt keatas saweran 700 perak per orang😁ato ybs baru dapet gusuran pertamina ato ortunya dir/kom pertamina yg konon gaji sekian miliar per bln ato penyalur bansos parte anu kebo yg sekali embat bisa tralalatrililiun... piis..!;['youtuber', 'ber', 'follower', 'keatas', 'saweran', 'perak', 'orang', 'ybs', 'gusuran', 'ortunya', 'dir', 'kom', 'konon', 'gaji', 'sekian', 'miliar', 'penyalur', 'bansos', 'partai', 'anu', 'kebo', 'embat', 'tralalatrililiun', 'piis'];['youtuber', 'ber', 'follower', 'sawer', 'perak', 'orang', 'ybs', 'gusur', 'ortunya', 'dir', 'kom', 'konon', 'gaji', 'sekian', 'miliar', 'salur', 'bansos', 'partai', 'anu', 'kebo', 'embat', 'tralalatrililiun', 'piis'];youtuber ber follower sawer perak orang ybs gusur ortunya dir kom konon gaji sekian miliar salur bansos partai anu kebo embat tralalatrililiun piis;-15;0
@Hensofyet @sakami1808 @MarahIchsan @aindraku Lah ya iya terus salah nya dimana ..?? Kan yg mensubsidi memang APBN bukan Pertamina, mau bakar duit terus buat subsidi?;['iya', 'salah', 'nya', 'dimana', 'mensubsidi', 'apbn', 'bakar', 'duit', 'subsidi'];['iya', 'salah', 'nya', 'subsidi', 'apbn', 'bakar', 'duit', 'subsidi'];iya salah nya subsidi apbn bakar duit subsidi;-3;0
@soeyoto1 Padahal RON yg VIVO jual jg beda.Sehrsnya kasi kebebasan kpd swasta krn menjual RON yg berbeda dari pertamina.Kalo RONnya sama maka minimal harga sama hrs dibolehkan.Tinggal bersaing scr sehat jangan pakai kekuasaan;['ron', 'jual', 'beda', 'kasi', 'kebebasan', 'swasta', 'menjual', 'ron', 'berbeda', 'ronnya', 'minimal', 'harga', 'dibolehkan', 'tinggal', 'bersaing', 'scr', 'sehat', 'pakai', 'kekuasaan'];['ron', 'jual', 'beda', 'kasi', 'bebas', 'swasta', 'jual', 'ron', 'beda', 'ronnya', 'minimal', 'harga', 'tinggal', 'saing', 'scr', 'sehat', 'pakai', 'kuasa'];ron jual beda kasi bebas swasta jual ron beda ronnya minimal harga tinggal saing scr sehat pakai kuasa;-1;0
@ichat88 @salmon_toding @SNiam25 @CNNIndonesia Mabuk rendang lengkuas dia , Buat sopir taksi selisih harga berapapun sangatlah berarti , apalagi selisih 1100 , Saya aja mau Uber SPBU Vivo nih , biar nyungsep @pertamina;['mabuk', 'rendang', 'lengkuas', 'supir', 'taksi', 'selisih', 'harga', 'selisih', 'uber', 'spbu', 'nih', 'biar', 'nyungsep'];['mabuk', 'rendang', 'lengkuas', 'supir', 'taksi', 'selisih', 'harga', 'selisih', 'uber', 'spbu', 'nih', 'biar', 'nyungsep'];mabuk rendang lengkuas supir taksi selisih harga selisih uber spbu nih biar nyungsep;-7;0
@BirdsNeeds @fenugoo99 @Pencariteduh @DiegoAH80644459 @achek_neggro @PartaiSocmed Bukan Nat. Kamu baca UU kepmen nya Nat. Formula harga dasar BBM Pertamina, ada biaya distribusi dan penyimpanan dsb. Coba Vivo berani buka cabang di pegunungan Jayawijaya. Harga Revvo 89 nya naik gak Nat?;['baca', 'kepmen', 'nya', 'formula', 'harga', 'dasar', 'bbm', 'biaya', 'distribusi', 'penyimpanan', 'dsb', 'coba', 'berani', 'buka', 'cabang', 'pegunungan', 'jayawijaya', 'harga', 'revvo', 'nya'];['baca', 'kepmen', 'nya', 'formula', 'harga', 'dasar', 'bbm', 'biaya', 'distribusi', 'simpan', 'dsb', 'coba', 'berani', 'buka', 'cabang', 'gunung', 'jayawijaya', 'harga', 'revvo', 'nya'];baca kepmen nya formula harga dasar bbm biaya distribusi simpan dsb coba berani buka cabang gunung jayawijaya harga revvo nya;14;1
Lengkap! Ini Daftar Harga Terbaru BBM Pertamina di Seluruh SPBU https://t.co/x2dLdmdPgm;['lengkap', 'daftar', 'harga', 'terbaru', 'bbm', 'spbu'];['lengkap', 'daftar', 'harga', 'bbm', 'spbu'];lengkap daftar harga bbm spbu;6;1
cc @pertamina Min coba dijawab itungan2 pasar kampung ke gini dong https://t.co/ZR6HcMmhNa;['admin', 'coba', 'hitungan', 'pasar', 'kampung'];['admin', 'coba', 'hitung', 'pasar', 'kampung'];admin coba hitung pasar kampung;3;1
Pengadaan Benih Kelapa Sawit... (05/Sep) , trend - Pertamina #tender #lelang https://t.co/SocE4LSuSf;['pengadaan', 'benih', 'kelapa', 'sawit', 'sep', 'tren', 'tender', 'lelang'];['benih', 'kelapa', 'sawit', 'sep', 'tren', 'tender', 'lelang'];benih kelapa sawit sep tren tender lelang;-1;0
@VIVAcoid @canmerdeka Titik air mata kita liatnya. Padahal saat baca cakap komut dan pendukungnya, sdh terbayang pertamina untung besar. Ternyata malah buntung!!!;['titik', 'air', 'mata', 'liatnya', 'baca', 'cakap', 'komut', 'pendukungnya', 'terbayang', 'untung', 'buntung'];['titik', 'air', 'mata', 'liat', 'baca', 'cakap', 'komut', 'dukung', 'bayang', 'untung', 'buntung'];titik air mata liat baca cakap komut dukung bayang untung buntung;5;1
@zarazettirazr @puanmaharani_ri @prabowo Ntar rumput diatur Pertamina harganya;['ntar', 'rumput', 'diatur', 'harganya'];['ntar', 'rumput', 'atur', 'harga'];ntar rumput atur harga;10;1
@_ekokuntadhi Lo pikir pertamina explorasi pakai uang gratis, pakai utang negara lah karena bumn, tetep saja yg subsidi rakyat harusnya untuk rakyat;['pikir', 'explorasi', 'pakai', 'uang', 'gratis', 'pakai', 'utang', 'negara', 'bumn', 'subsidi', 'rakyat', 'rakyat'];['pikir', 'explorasi', 'pakai', 'uang', 'gratis', 'pakai', 'utang', 'negara', 'bumn', 'subsidi', 'rakyat', 'rakyat'];pikir explorasi pakai uang gratis pakai utang negara bumn subsidi rakyat rakyat;1;1
Monggo yg merasa Ron 89 lebih baik dari Ron 90 milik pertamina, ada pilihan.... https://t.co/GHVErIAPLe;['monggo', 'ron', 'ron', 'milik', 'pilihan'];['monggo', 'ron', 'ron', 'milik', 'pilih'];monggo ron ron milik pilih;2;1
Kebijakan pemerintah yang sudah menaikkan harga BBM bersubsidi, menteri BUMN Erick Thohir akan mengoptimalkan My Pertamina agar BBM bersubsidi bisa dimanfaatkan oleh masyarakat yg berhak. @erickthohir akan bekerja sama dengan semua stakeholder terkait. #BangkitBersamaET https://t.co/VrFzdVpHwU;['kebijakan', 'pemerintah', 'menaikkan', 'harga', 'bbm', 'bersubsidi', 'menteri', 'bumn', 'erick', 'thohir', 'mengoptimalkan', 'bbm', 'bersubsidi', 'dimanfaatkan', 'masyarakat', 'berhak', 'stakeholder', 'terkait', 'bangkitbersamaet'];['bijak', 'perintah', 'harga', 'bbm', 'subsidi', 'menteri', 'bumn', 'erick', 'thohir', 'optimal', 'bbm', 'subsidi', 'manfaat', 'masyarakat', 'hak', 'stakeholder', 'kait', 'bangkitbersamaet'];bijak perintah harga bbm subsidi menteri bumn erick thohir optimal bbm subsidi manfaat masyarakat hak stakeholder kait bangkitbersamaet;12;1
@KangMas2012 @ocinosin1 @CNNIndonesia Bodo amat soal perbedaan RON yang penting harga lebih murah dari @pertamina;['bodoh', 'perbedaan', 'ron', 'harga', 'murah'];['bodoh', 'beda', 'ron', 'harga', 'murah'];bodoh beda ron harga murah;-1;0
@Andelumut0003 @OposisiCerdas Benar... Pertamina gak paham soal ini... bisanya cuma bandingkan harga ...sama aja gak presiden gak instansi gak paham.....;['paham', 'bandingkan', 'harga', 'presiden', 'instansi', 'paham'];['paham', 'banding', 'harga', 'presiden', 'instansi', 'paham'];paham banding harga presiden instansi paham;6;1
@CNNIndonesia Dari dulu kala cita cita gw pengen jadi karyawan BUMN terutama Pertamina.... gajinya gede sih..;['cita', 'cita', 'karyawan', 'bumn', 'gajinya', 'sih'];['cita', 'cita', 'karyawan', 'bumn', 'gaji', 'sih'];cita cita karyawan bumn gaji sih;3;1
Belanja Persediaan untuk Dijual/Diserahkan -Persediaan untuk Dijual/Diserahkan kepada Masyarakat : P... (05/Sep) , trend - Pertamina #tender #lelang https://t.co/SocE4LSuSf;['blnja', 'persediaan', 'dijual', 'diserahkan', 'persediaan', 'dijual', 'diserahkan', 'masyarakat', 'sep', 'tren', 'tender', 'lelang'];['blnja', 'sedia', 'jual', 'serah', 'sedia', 'jual', 'serah', 'masyarakat', 'sep', 'tren', 'tender', 'lelang'];blnja sedia jual serah sedia jual serah masyarakat sep tren tender lelang;9;1
Takut dituduh makan gaji buta? maka bbm terus dinaikan harganya (8x selama rezim berkuasa) spy bs disebut untung? Pertamina adalah BUMN bersubsidi! artinya jualan minyak dan operasionalnya disubsidi.. jualannya dipangkas terus subsidinya tp biaya opsl tdk? https://t.co/C6qXxtCV8q;['takut', 'dituduh', 'makan', 'gaji', 'buta', 'bbm', 'dinaikan', 'harganya', 'rezim', 'berkuasa', 'untung', 'bumn', 'bersubsidi', 'jualan', 'minyak', 'operasionalnya', 'disubsidi', 'jualannya', 'dipangkas', 'subsidinya', 'biaya', 'opsl'];['takut', 'tuduh', 'makan', 'gaji', 'buta', 'bbm', 'harga', 'rezim', 'kuasa', 'untung', 'bumn', 'subsidi', 'jual', 'minyak', 'operasional', 'subsidi', 'jual', 'pangkas', 'subsidi', 'biaya', 'opsl'];takut tuduh makan gaji buta bbm harga rezim kuasa untung bumn subsidi jual minyak operasional subsidi jual pangkas subsidi biaya opsl;10;1
@Afat3K Mau bilang fuck pertamina tapi kegiatan kt dapet sponsor dr petamina wkwkwk @pidiasyouknow;['bilang', 'fuck', 'kegiatan', 'sponsor', 'petamina', 'wkwkwk'];['bilang', 'fuck', 'giat', 'sponsor', 'petamina', 'wkwkwk'];bilang fuck giat sponsor petamina wkwkwk;5;1
@Oz991 @amri_1995 @Been4Q59 Margin BBM tuh udah dipatok antara 5 - 10% baik utk Pertamina maupun swasta.. KLO msl di Jawa margin 10% didapat, giliran ke Kalimantan yg biaya transportnya lbh gede, BRP margin yg akan didapat Pertamina?! Gmn dgn Sulawesi apalagi Papua?!;['margin', 'bbm', 'dipatok', 'swasta', 'msl', 'jawa', 'margin', 'giliran', 'kalimantan', 'biaya', 'transportnya', 'margin', 'gmn', 'sulawesi', 'papua'];['margin', 'bbm', 'patok', 'swasta', 'msl', 'jawa', 'margin', 'gilir', 'kalimantan', 'biaya', 'transportnya', 'margin', 'gmn', 'sulawesi', 'papua'];margin bbm patok swasta msl jawa margin gilir kalimantan biaya transportnya margin gmn sulawesi papua;0;1
@RadioElshinta Rumor klo Vivo diperintahkan otoritas  untuk segera naikan harga setara pertalite. Ko bisa berarti Pertamina tdk efisien kebanyak tikus;['rumor', 'diperintahkan', 'otoritas', 'naikan', 'harga', 'sebandin', 'pertalite', 'efisien', 'kebanyak', 'tikus'];['rumor', 'perintah', 'otoritas', 'harga', 'sebandin', 'pertalite', 'efisien', 'tikus'];rumor perintah otoritas harga sebandin pertalite efisien tikus;2;1
@VIVAcoid Pertamina yang komisarisnya residivis itu 🤭;['komisarisnya', 'residivis'];['komisaris', 'residivis'];komisaris residivis;-5;0
@nanzer__ Harusnya buzzer dipake buat ngabisin stok nya Vivo, ditimbun kan biar langka stock terus beralih ke Pertamina 🤣 terus timbunan nya dijadikan BBM subsidi buat kampanye 💪🇲🇨;['buzzer', 'dipake', 'habis', 'stok', 'nya', 'ditimbun', 'biar', 'langka', 'stock', 'beralih', 'timbunan', 'nya', 'dijadikan', 'bbm', 'subsidi', 'kampanye'];['buzzer', 'dipake', 'habis', 'stok', 'nya', 'timbun', 'biar', 'langka', 'stock', 'alih', 'timbun', 'nya', 'bbm', 'subsidi', 'kampanye'];buzzer dipake habis stok nya timbun biar langka stock alih timbun nya bbm subsidi kampanye;1;1
Sekarang pertamina rasa eceran. 🥲;['eceran'];['ecer'];ecer;-2;0
@ReVel_baby @pertamina iya juga sih, gataulah mereka gimana wkwkwk;['iya', 'sih', 'gataulah', 'gimana', 'wkwkwk'];['iya', 'sih', 'gataulah', 'gimana', 'wkwkwk'];iya sih gataulah gimana wkwkwk;3;1
@faisal_haq75 @hnurwahid Pertamina rugi krn subsidi yg terlalu besar.dan kerugian negara yg nanggung,tolol nih orang.....;['rugi', 'subsidi', 'kerugian', 'negara', 'nanggung', 'tolol', 'nih', 'orang'];['rugi', 'subsidi', 'rugi', 'negara', 'nanggung', 'tolol', 'nih', 'orang'];rugi subsidi rugi negara nanggung tolol nih orang;-15;0
Pertamina Rugi Rp191 Triliun, Petronas Untung Rp853 Triliun, Rizal Ramli: Ahok Memang Bacot Gede? #DukungSeptemberBergerak #DukungSeptemberBergerak  https://t.co/skpTa4RcIM;['rugi', 'triliun', 'petronas', 'untung', 'triliun', 'rizal', 'ramli', 'ahok', 'bacot', 'dukungseptemberbergerak', 'dukungseptemberbergerak'];['rugi', 'triliun', 'petronas', 'untung', 'triliun', 'rizal', 'ramli', 'ahok', 'bacot', 'dukungseptemberbergerak', 'dukungseptemberbergerak'];rugi triliun petronas untung triliun rizal ramli ahok bacot dukungseptemberbergerak dukungseptemberbergerak;1;1
@calmslur @Noeg1234 @awemany @msaid_didu @FarisLangkat @AnthonyBudiawan @FPKSDPRRI Nat, kamu paham formula harga dasar BBM? Ada biaya distribusi dan penyimpanan? Jelas Pertamina kalah Nat. Karena 2 komponen di atas, dsb. Jangan KHIANATI BANGSA-MU SENDIRI;['paham', 'formula', 'harga', 'dasar', 'bbm', 'biaya', 'distribusi', 'penyimpanan', 'kalah', 'komponen', 'dsb', 'khianati', 'bangsa'];['paham', 'formula', 'harga', 'dasar', 'bbm', 'biaya', 'distribusi', 'simpan', 'kalah', 'komponen', 'dsb', 'khianat', 'bangsa'];paham formula harga dasar bbm biaya distribusi simpan kalah komponen dsb khianat bangsa;-5;0
Sekarang Beli pertalite di pertamina sama aja kaya pertamini pas bulan agustus 2022;['beli', 'pertalite', 'kaya', 'pertamini', 'pas', 'agustus'];['beli', 'pertalite', 'kaya', 'pertamini', 'pas', 'agustus'];beli pertalite kaya pertamini pas agustus;7;1
@radaraktual @Rori_AbuSyakira Pertahanan terus @basuki_btp jadi direktur  utama @pertamina    karena mereka bangga dia;['pertahanan', 'direktur', 'utama', 'bangga'];['tahan', 'direktur', 'utama', 'bangga'];tahan direktur utama bangga;7;1
Peningkatan Kualitas Perumahan Kumuh dan Permukiman Kumuh Kabupaten Pasaman Barat... (05/Sep) , trend - Pertamina #tender #lelang https://t.co/SocE4LSuSf;['peningkatan', 'kualitas', 'perumahan', 'kumuh', 'permukiman', 'kumuh', 'kabupaten', 'pasaman', 'barat', 'sep', 'tren', 'tender', 'lelang'];['tingkat', 'kualitas', 'rumah', 'kumuh', 'mukim', 'kumuh', 'kabupaten', 'pasaman', 'barat', 'sep', 'tren', 'tender', 'lelang'];tingkat kualitas rumah kumuh mukim kumuh kabupaten pasaman barat sep tren tender lelang;1;1
@adorableegi @pertamina berarti selama ini hoax dong kalo misal ada kebakaran di spbu dibilangnya karena main hp? itu yang aku bingung, mereka yang ngelarang tapi mereka juga yang wajibin...;['hoax', 'kebakaran', 'spbu', 'dibilangnya', 'main', 'bingung', 'ngelarang', 'wajib'];['hoax', 'bakar', 'spbu', 'bilang', 'main', 'bingung', 'ngelarang', 'wajib'];hoax bakar spbu bilang main bingung ngelarang wajib;-4;0
@RizkiAsihan Apa perlu digalakkan kompetitor pertamina?  Biar pembandingnya sama sama di negeri ruwetnesia ini...;['digalakkan', 'kompetitor', 'biar', 'pembandingnya', 'negeri', 'rumit'];['galak', 'kompetitor', 'biar', 'banding', 'negeri', 'rumit'];galak kompetitor biar banding negeri rumit;-1;0
@UyokBack Jual aja Pertamina ke Perusahan pemilik Vivo agar manajemennya lbh baik..pertama negara dapat Uang dari harga Penjualan Pertamina..Kedua Rakyat juga bisa beli BBM dgn lbh murah..;['jual', 'perusahan', 'pemilik', 'manajemennya', 'negara', 'uang', 'harga', 'penjualan', 'rakyat', 'beli', 'bbm', 'murah'];['jual', 'milik', 'manajemen', 'negara', 'uang', 'harga', 'jual', 'rakyat', 'beli', 'bbm', 'murah'];jual milik manajemen negara uang harga jual rakyat beli bbm murah;11;1
@ReVel_baby @pertamina pernah baca, katanya gelombang elektromagnetiknya kecil jadi ga nimbulin api?;['baca', 'gelombang', 'elektromagnetiknya', 'berdampak', 'api'];['baca', 'gelombang', 'elektromagnetik', 'dampak', 'api'];baca gelombang elektromagnetik dampak api;4;1
@AnthonyBudiawan Nah ini gue setuju. Harusnya biarin aja. Toh klo si vivo jualnya kemurahan...lama2 juga tekor. Tp klo jualnya sudah sesuai perhitungan, ya pertamina yg harus koreksi harga;['setuju', 'biar', 'jualnya', 'kemurahan', 'tekor', 'jualnya', 'sesuai', 'perhitungan', 'koreksi', 'harga'];['tuju', 'biar', 'jual', 'murah', 'tekor', 'jual', 'sesuai', 'hitung', 'koreksi', 'harga'];tuju biar jual murah tekor jual sesuai hitung koreksi harga;13;1
Takut kalah bersaing Makanya pake beking Vivo VS Pertamina https://t.co/EsTywdIWBL;['takut', 'kalah', 'bersaing', 'pake', 'beking'];['takut', 'kalah', 'saing', 'pake', 'beking'];takut kalah saing pake beking;-3;0
ROMBAK PIMPINAN @pertamina  pak @jokowi  @erickthohir NGAK SEHAT DAN GAK LAYAK  KASIH SWASTA AJA BILA PERLU.;['rombak', 'pimpinan', 'sehat', 'layak', 'kasih', 'swasta'];['rombak', 'pimpin', 'sehat', 'layak', 'kasih', 'swasta'];rombak pimpin sehat layak kasih swasta;7;1
@nusantara_one @AkhdanZiyaad @basuki_btp di pertamina gak ada penolakan. kenapa rugi trilyunan ?;['penolakan', 'rugi', 'trilyunan'];['tolak', 'rugi', 'trilyunan'];tolak rugi trilyunan;-9;0
@snihyamitvayi @PartaiSocmed Eh bang, maksudnya batas bawah Pertamina ama yg lain. Seenggaknya konsumen masih bisa pilih SPBU punya asing karena margin harga cuma dikit, kalo dikalkulasiin emang banyak tapi lebih ngejar kualitas;['bang', 'maksudnya', 'batas', 'seenggaknya', 'konsumen', 'pilih', 'spbu', 'asing', 'margin', 'harga', 'dikit', 'diperhitungkan', 'mengejar', 'kualitas'];['bang', 'maksud', 'batas', 'konsumen', 'pilih', 'spbu', 'asing', 'margin', 'harga', 'dikit', 'hitung', 'kejar', 'kualitas'];bang maksud batas konsumen pilih spbu asing margin harga dikit hitung kejar kualitas;-1;0
@fahmi_ghadry @adittkusuma @MerduYanti @Hilmi28 Krn si @MerduYanti GK paham KLO pertamina merugi itu demi tujuan pemerataan BBM diseluruh pelosok RI sesuai amanat UUD.. KLO pertamina CMN cr untung, mngkn di daerah si @MerduYanti GK akan pernah ada 1 pun SPBU Krn biaya distribusi ksananya jauh lbh mahal dibndgkn harga jualny;['paham', 'merugi', 'tujuan', 'pemerataan', 'bbm', 'diseluruh', 'pelosok', 'sesuai', 'amanat', 'uud', 'untung', 'daerah', 'spbu', 'biaya', 'distribusi', 'kesananya', 'mahal', 'dibandingkan', 'harga', 'jualnya'];['paham', 'rugi', 'tuju', 'perata', 'bbm', 'pelosok', 'sesuai', 'amanat', 'uud', 'untung', 'daerah', 'spbu', 'biaya', 'distribusi', 'kesana', 'mahal', 'banding', 'harga', 'jual'];paham rugi tuju perata bbm pelosok sesuai amanat uud untung daerah spbu biaya distribusi kesana mahal banding harga jual;14;1
@03__nakula Tp Vivo jual ron 89 ga nyampe 10rb, non subsidi lho dan ini mereka sudah untung  Sedang pertamina ron 90 harga non subsidi 14 rebu lebih Bagaimana penjelasannya?;['jual', 'ron', 'non', 'subsidi', 'lho', 'untung', 'ron', 'harga', 'non', 'subsidi', 'ribu', 'penjelasannya'];['jual', 'ron', 'non', 'subsidi', 'lho', 'untung', 'ron', 'harga', 'non', 'subsidi', 'ribu'];jual ron non subsidi lho untung ron harga non subsidi ribu;7;1
Seriusan nanya, selama ini kan selalu ada tuh tulisan  Dilarang menggunakan HP saat mengisi BBM . Lah kok sekarang ada wacana mau ngisi bensin kudu pake apps di HP?  Berarti sebenernya gpp dong main HP di SPBU? itu buktinya malah disuruh pake hp kalo mau beli bensin @pertamina;['seriusan', 'nanya', 'tulisan', 'dilarang', 'mengisi', 'bbm', 'wacana', 'mengisi', 'bensin', 'pake', 'aplikasi', 'gapapa', 'main', 'spbu', 'buktinya', 'disuruh', 'pake', 'beli', 'bensin'];['serius', 'nanya', 'tulis', 'larang', 'isi', 'bbm', 'wacana', 'isi', 'bensin', 'pake', 'aplikasi', 'gapapa', 'main', 'spbu', 'bukti', 'suruh', 'pake', 'beli', 'bensin'];serius nanya tulis larang isi bbm wacana isi bensin pake aplikasi gapapa main spbu bukti suruh pake beli bensin;-13;0
BBM RON 89 Hilang dari Peredaran, Fiks Harga BBM Pertamina Termurah di Indonesia https://t.co/sVWy6KTleS;['bbm', 'ron', 'hilang', 'peredaran', 'benaran', 'harga', 'bbm', 'termurah', 'indonesia'];['bbm', 'ron', 'hilang', 'edar', 'harga', 'bbm', 'murah', 'indonesia'];bbm ron hilang edar harga bbm murah indonesia;11;1
Kakak ku be like: itu mahasiswa jangan lalo meko demo, terima kenyataan meko lah daripada mu kasi macet jalan baru muhambat juga pendapatan ta atau sekalian pertamina pergi bakar daripada capek ko teriak depannya dprd  Me: iye kak kasian terserah kitaji 🙃;['kakak', 'mahasiswa', 'lalo', 'meko', 'demo', 'terima', 'kenyataan', 'meko', 'kasi', 'macet', 'jalan', 'muhambat', 'pendapatan', 'pergi', 'bakar', 'capek', 'teriak', 'depannya', 'dprd', 'iya', 'kak', 'kasian', 'terserah', 'kitaji'];['kakak', 'mahasiswa', 'lalo', 'meko', 'demo', 'terima', 'nyata', 'meko', 'kasi', 'macet', 'jalan', 'muhambat', 'pergi', 'bakar', 'capek', 'teriak', 'dprd', 'iya', 'kak', 'kasi', 'serah', 'kitaji'];kakak mahasiswa lalo meko demo terima nyata meko kasi macet jalan muhambat pergi bakar capek teriak dprd iya kak kasi serah kitaji;3;1
Kalau jumlah penduduk Malaysia sama dengan Indonesia bisa untung spt pertamina ngga om? https://t.co/tGBXYzNSR6;['penduduk', 'malaysia', 'indonesia', 'untung'];['duduk', 'malaysia', 'indonesia', 'untung'];duduk malaysia indonesia untung;3;1
Harga BBM Naik, Pertamina Belum Batasi Penggunaan Pertalite https://t.co/qgfX7dYKwx #TempoOtomotif;['harga', 'bbm', 'batasi', 'penggunaan', 'pertalite', 'tempootomotif'];['harga', 'bbm', 'batas', 'pertalite', 'tempootomotif'];harga bbm batas pertalite tempootomotif;0;1
Bangun tidur ada yg banjir nih 🍆💦💦 081280889886 / 085795555433 #tsunami #banjir #pertamina #antri #hargabaru #senin #ngewe #sange #coli;['bangun', 'tidur', 'banjir', 'nih', 'tsunami', 'banjir', 'antri', 'hargabaru', 'senin', 'ngewe', 'sange', 'coli'];['bangun', 'tidur', 'banjir', 'nih', 'tsunami', 'banjir', 'antri', 'hargabaru', 'senin', 'ngewe', 'sange', 'coli'];bangun tidur banjir nih tsunami banjir antri hargabaru senin ngewe sange coli;6;1
Mengapa harga harga BBM Vivo lebih murah dari pada BBM Pertamina? https://t.co/A7y5qP2WlJ;['harga', 'harga', 'bbm', 'murah', 'bbm'];['harga', 'harga', 'bbm', 'murah', 'bbm'];harga harga bbm murah bbm;9;1
- situ juga mikir takut dikeroyok. Tp plis lah anjing budayakan antri tuh dipake bukan cuma lu doang yg punya kepentingan bgst. #Bogor #pertamina #SubsidiBBMBodong;['situ', 'mikir', 'takut', 'dikeroyok', 'tolong', 'anjing', 'budayakan', 'antri', 'dipake', 'kepentingan', 'bangsat', 'bogor', 'subsidibbmbodong'];['situ', 'mikir', 'takut', 'keroyok', 'tolong', 'anjing', 'budaya', 'antri', 'dipake', 'bangsat', 'bogor', 'subsidibbmbodong'];situ mikir takut keroyok tolong anjing budaya antri dipake bangsat bogor subsidibbmbodong;-2;0
